,0
0,0.3391155748261925
1,0.8384695777810546
2,0.610199131800947
3,0.8901301189195248
4,0.7229327141196514
5,0.2581552527746298
6,0.7806861254104229
7,0.9423633319410148
8,0.8206300828291409
9,0.4963463619745301
10,0.6672543344371029
11,0.3622671951543107
12,0.8240245011457401
13,0.9351140275818008
14,0.6692441091396725
15,0.5347025616097811
16,0.7032923407382002
17,0.2776864798302177
18,0.4817169921795162
19,0.9143599688556427
20,0.2891317823841395
21,0.8111604596749602
22,0.2800442876054818
23,0.4247698316676654
24,0.2585496964707411
25,0.2270621206523666
26,0.0915248324546462
27,0.9344590392286172
28,0.358583991206665
29,0.4067652245248004
30,0.6738281390839
31,0.368020582269451
32,0.2487113762927257
33,0.7893143398033687
34,0.7510764468100048
35,0.2557286428333288
36,0.1324832771867566
37,0.7584891311616897
38,0.911195130534846
39,0.1588272395379067
40,0.985358269618371
41,0.8196652999453852
42,0.7753625077132608
43,0.6549776033126082
44,0.4582304478405277
45,0.6020108157907147
46,0.0940091655185559
47,0.4926284774078828
48,0.6049122702761991
49,0.6645777127381928
50,0.9025989825562872
51,0.0619108202979983
52,0.5668128927852104
53,0.1761155214024744
54,0.4899536011256026
55,0.3469304882329919
56,0.0721303561961463
57,0.3944440333213526
58,0.0423915807253023
59,0.7504758492332506
60,0.953002408461786
61,0.3258979442841994
62,0.2533087523986398
63,0.9950473535843384
64,0.2311101872728752
65,0.3364491463562092
66,0.7745755456781559
67,0.4641792023807878
68,0.8885467935712998
69,0.5816823820504912
70,0.7475816850698265
71,0.1009411017392203
72,0.8265967815089846
73,0.1682317423331271
74,0.348200368218355
75,0.9777385421859416
76,0.8298669829197265
77,0.3577616355738676
78,0.0530868660624743
79,0.6202468312214606
80,0.5548194771894567
81,0.5510706930349729
82,0.3515503670156418
83,0.6477689723840543
84,0.1723634905074542
85,0.5747591697405151
86,0.3771665822816674
87,0.410697118437677
88,0.6954765436965635
89,0.3140487419941273
90,0.911747161958172
91,0.988067752048137
92,0.9790439427933956
93,0.6341287860992098
94,0.7134795152230502
95,0.2338624926820062
96,0.1918812632396738
97,0.9052302695575112
98,0.2109922748499804
99,0.5190502465465023
0,0.7691969032738368
1,0.091876099632996
2,0.2805977917411768
3,0.8447404964805669
4,0.7284545446022098
5,0.3449995897941673
6,0.2931303998274329
7,0.1508006205847271
8,0.4728985031181778
9,0.0335398341350583
10,0.5932798973584298
11,0.7476817440690027
12,0.3178789872003247
13,0.1586810421519067
14,0.3012770806956428
15,0.4875034091948752
16,0.410105663808699
17,0.6893126652393734
18,0.5661185379609829
19,0.0960077676374662
20,0.1796771758126009
21,0.8376701183079119
22,0.3385815751461198
23,0.7602337854509222
24,0.7139304939338792
25,0.2445026588215139
26,0.3750413007329005
27,0.0419145003806536
28,0.8771248235482573
29,0.1281481662045647
30,0.0498535124609818
31,0.7949027340103139
32,0.2399165564411333
33,0.3210136317017774
34,0.8617958213721534
35,0.243843470174773
36,0.2209803433338512
37,0.5113852033890666
38,0.75312944446794
39,0.2783732412614862
40,0.4590862843540785
41,0.7873502834944096
42,0.732547129003252
43,0.9365299286654208
44,0.4655818424458819
45,0.759665987635559
46,0.3061695324889695
47,0.3414233497754154
48,0.2071026154155244
49,0.6364970803133196
50,0.2286174558782745
51,0.6390413844049323
52,0.4299433343770596
53,0.6516918312828262
54,0.067950085753125
55,0.6799608422101704
56,0.9902862649103102
57,0.9490847943495236
58,0.9105388980649612
59,0.6386079613461485
60,0.9341635197000692
61,0.003610989968212
62,0.1723758622037371
63,0.5950648687522163
64,0.474256105279115
65,0.7959978631316926
66,0.0629051553035833
67,0.6947221458042391
68,0.2335884510869866
69,0.829296738160063
70,0.8577581789437061
71,0.8733227390226515
72,0.393956298206282
73,0.1240219074129019
74,0.2271932651774312
75,0.5026289114007471
76,0.1575714679806854
77,0.824213121585586
78,0.0764381583148107
79,0.5016898193746772
80,0.117554946887886
81,0.3223985442550701
82,0.9602054761359932
83,0.4222789879231781
84,0.3825684957136122
85,0.6741231493418945
86,0.7199990493388259
87,0.7079510852572539
88,0.3556792343825826
89,0.8316964154565551
90,0.6096916499409349
91,0.1203394072052245
92,0.4069419899276805
93,0.6037491648665528
94,0.9636769072764448
95,0.5167772598064625
96,0.8403614350081826
97,0.7037781471098954
98,0.0245485879773821
99,0.9526675449180309
0,0.2762411081000793
1,0.503019401852947
2,0.512437202611487
3,0.559934250170348
4,0.2933519019668669
5,0.0572267516332625
