0,1,2,3,4,5,6,7,8,9
96.2,98.6,98.6,99.2,99.2,99.8,99.6,100.0,100.0,100.0
17.6,27.4,38.0,47.4,57.8,66.8,75.2,84.0,89.2,92.2
95.2,97.0,97.6,98.4,98.8,99.6,99.8,99.8,100.0,100.0
96.4,99.2,99.4,99.6,99.8,100.0,100.0,100.0,100.0,100.0
9.2,7.8,10.6,10.6,7.4,5.2,13.2,15.2,14.2,23.4
99.0,99.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35.0,50.8,66.2,82.4,88.6,94.8,97.8,98.6,99.2,99.6
95.2,97.8,98.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6.2,4.8,5.4,7.0,4.2,12.6,12.0,10.6,10.6,10.6
98.8,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40.2,57.2,73.4,83.2,89.4,93.6,96.0,99.0,99.4,99.8
0.2,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0
60.8,74.6,85.4,90.8,94.8,97.6,99.0,99.6,99.6,99.4
95.2,97.0,97.8,99.0,99.8,99.8,99.8,99.8,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
62.2,81.0,88.2,92.0,93.6,96.2,96.8,98.4,99.2,99.6
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
37.4,52.2,66.6,78.8,88.8,92.0,96.2,98.2,99.2,99.6
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.2,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
59.8,72.6,82.4,87.0,90.0,95.0,96.4,97.8,98.4,99.2
1.8,1.4,1.0,0.6,3.2,0.6,3.0,0.8,1.4,2.2
95.6,98.0,98.8,99.0,99.4,100.0,100.0,100.0,100.0,100.0
98.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.0,99.4,99.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0
0.8,0.8,0.6,0.4,0.4,2.8,2.0,0.6,1.2,1.0
1.8,0.2,0.8,1.0,0.2,0.4,1.6,0.8,1.4,1.4
98.8,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2
7.2,9.2,16.6,13.2,12.8,15.6,14.6,18.0,19.4,22.4
39.8,59.6,73.4,84.0,89.6,93.8,93.8,96.2,98.2,99.2
0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
95.4,97.4,97.6,98.6,99.6,99.8,100.0,100.0,100.0,100.0
19.6,29.0,40.4,52.8,68.2,75.6,85.2,90.6,94.4,96.8
81.2,87.6,91.8,95.2,96.6,96.0,96.4,96.2,97.8,98.2
85.4,88.8,90.2,94.0,93.2,94.8,96.6,97.8,97.4,99.0
0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,6.0,10.2,6.2,8.2,13.0,14.0,10.4,12.8,20.4
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
96.2,98.4,98.4,99.2,99.8,99.8,99.8,100.0,100.0,100.0
39.4,62.2,77.8,86.2,91.6,94.4,96.0,97.6,98.4,98.6
82.6,88.4,92.2,95.0,95.8,97.0,97.8,99.0,99.6,99.8
0.2,1.8,2.2,1.8,2.4,1.8,0.6,1.2,0.6,0.4
64.0,76.2,86.2,91.0,93.8,95.8,97.8,98.8,98.4,99.8
35.2,54.6,69.0,83.0,87.8,93.8,97.0,98.8,99.0,99.4
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2
7.8,5.0,12.2,13.4,16.0,15.0,12.8,14.0,7.4,8.4
15.4,25.2,39.0,60.4,74.0,83.6,87.2,91.2,94.2,95.6
98.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
60.8,74.4,83.0,91.0,94.6,96.8,97.6,99.0,98.6,98.4
0.4,3.8,1.2,1.4,2.0,1.4,2.6,1.0,1.0,0.2
