0,1,2,3,4,5,6,7,8,9
6.0,8.6,7.8,10.4,10.0,9.0,8.0,10.4,6.8,5.8
0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0
1.2,4.0,2.6,0.6,1.0,0.6,1.0,0.6,0.8,1.6
14.8,24.6,30.0,44.2,49.8,61.6,68.0,77.4,84.6,91.8
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40.4,57.2,71.6,83.4,88.2,93.0,95.4,97.8,98.4,99.2
0.4,0.0,0.2,0.4,0.6,0.2,0.0,0.0,0.0,0.2
2.6,1.4,0.8,1.8,1.6,3.6,4.0,1.8,1.2,1.8
4.8,6.4,6.4,5.6,9.4,9.0,12.2,13.0,11.2,18.6
82.4,84.2,90.0,94.0,96.6,97.8,98.6,99.4,100.0,100.0
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
98.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
59.4,72.8,84.8,90.0,93.4,97.6,98.6,99.0,99.4,99.8
0.2,1.4,1.4,1.4,1.4,2.0,1.4,2.0,0.8,3.8
83.2,86.8,91.0,93.6,95.2,98.0,99.2,99.2,99.6,99.8
94.8,97.0,98.4,99.6,100.0,100.0,100.0,100.0,100.0,100.0
99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5.4,6.8,5.8,13.8,16.6,20.4,22.8,28.0,27.4,29.6
46.0,59.4,70.4,80.4,87.4,92.8,96.2,97.6,99.2,99.4
95.8,97.2,98.4,99.6,99.4,99.6,99.8,99.8,100.0,100.0
2.2,1.0,0.2,1.4,1.8,1.6,1.0,1.4,3.0,1.2
0.4,0.2,1.2,0.4,2.6,3.0,4.0,3.2,0.2,0.8
3.2,6.4,11.6,11.0,9.8,8.8,9.2,14.2,13.2,12.6
99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.6,2.8,2.2,5.2,0.2,0.4,1.0,1.2,2.4
95.6,97.0,98.6,99.4,99.2,99.8,99.8,99.6,99.6,100.0
0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
0.4,1.0,0.6,0.6,1.4,0.6,0.2,0.4,0.8,1.0
41.4,59.8,78.2,84.2,91.0,93.8,96.8,97.2,98.0,98.6
12.8,26.6,41.2,51.0,61.6,67.6,77.0,85.8,91.4,95.0
4.6,1.6,7.4,7.6,14.4,17.2,13.4,16.0,16.2,14.6
